tract,med_hh_income,med_hh_income_universe,ami_category,below_med_income,below_60pct_med_income,below_moderate_income,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
06037192002,122143,1408,Above Moderate Income,No,No,No,District 3,Los Angeles - Melrose,SPA 4 - Metro,5334,9235858.8984375,12792.9610100331
06037192300,78979,1501,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Melrose,SPA 4 - Metro,5335,9456509.24609375,12470.6222718884
06037192410,126250,1949,Above Moderate Income,No,No,No,District 3,Los Angeles - Melrose,SPA 4 - Metro,5336,7360628.90332031,10853.9342635728
06037192420,68057,1409,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Melrose,SPA 4 - Metro,5337,3494301.18652344,7935.38408717253
06037192510,64643,1268,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Melrose,SPA 4 - Metro,5338,3676220.51953125,8083.48715376274
06037192520,62591,1631,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Melrose,SPA 4 - Metro,5339,3307689.50976562,7772.45726721452
06037192610,48558,1535,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Melrose,SPA 4 - Metro,5340,4469637.64257812,9148.6312100503
06037192620,52614,1200,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Melrose,SPA 4 - Metro,5341,2621282.09375,7268.93330579608
06037192700,58202,1243,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Silverlake,SPA 4 - Metro,5342,5724862.03808594,9589.41664007764
06037194101,97384,1828,Low Income,Yes,No,Yes,District 3,Los Angeles - Hollywood Hills,SPA 4 - Metro,5343,27180830.0302734,31075.056259464
06037194102,177697,1223,Above Moderate Income,No,No,No,District 3,Los Angeles - Hollywood Hills,SPA 4 - Metro,5344,37645454.3935547,34914.6975216466
06037194200,178532,1644,Above Moderate Income,No,No,No,District 3,Los Angeles - Hollywood,SPA 4 - Metro,5345,28373047.3769531,25984.2625017395
06037194300,228462,1394,Above Moderate Income,No,No,No,District 3,Los Angeles - Hollywood,SPA 4 - Metro,5346,26227895.5878906,30785.9729366871
06037194401,102634,1485,Low Income,No,No,Yes,District 3,Los Angeles - Melrose,SPA 4 - Metro,5347,5154787.68554688,9246.95061213032
06037194402,114366,2216,Moderate Income,No,No,Yes,District 3,Los Angeles - Melrose,SPA 4 - Metro,5348,6337662.8046875,14182.4584943801
06037194500,108125,1011,Low Income,No,No,Yes,District 3,Los Angeles - Melrose,SPA 4 - Metro,5349,7266523.67089844,14479.9036682826
06037195100,162066,2233,Above Moderate Income,No,No,No,District 1,Los Angeles - Silverlake,SPA 4 - Metro,5350,20453803.8935547,21319.0332667418
06037195201,118455,1610,Above Moderate Income,No,No,No,District 1,Los Angeles - Silverlake,SPA 4 - Metro,5351,6368770.9765625,13708.0969249358
06037195202,166016,1469,Above Moderate Income,No,No,No,District 1,Los Angeles - Silverlake,SPA 4 - Metro,5352,9353385.49023438,14469.5687740834
06037195300,95385,1510,Low Income,Yes,No,Yes,District 1,Los Angeles - Silverlake,SPA 4 - Metro,5353,6250975.54980469,11070.1404169305
06037195400,120000,2318,Above Moderate Income,No,No,No,District 1,Los Angeles - Silverlake,SPA 4 - Metro,5354,10992588.2128906,16204.9071041664
06037195500,120909,2484,Above Moderate Income,No,No,No,District 1,Los Angeles - Silverlake,SPA 4 - Metro,5355,13164198.8955078,19218.2547019146
06037195600,80417,1178,Low Income,Yes,Yes,Yes,District 1,Los Angeles - Silverlake,SPA 4 - Metro,5356,5712584.26660156,10997.1668435977
06037195710,63704,1494,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,5357,5192040.2109375,9745.73002935062
06037195720,76696,863,Low Income,Yes,Yes,Yes,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,5358,3067002.27832031,8340.76819847616
06037195802,89890,1091,Low Income,Yes,No,Yes,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,5359,4341880.86816406,9929.55136732063
06037195803,89962,1081,Low Income,Yes,No,Yes,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,5360,4074198.9453125,9002.27708221042
06037195804,98472,1082,Low Income,No,No,Yes,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,5361,3621379.55175781,7702.84518626474
06037195901,90417,1189,Low Income,Yes,No,Yes,District 1,Los Angeles - Silverlake,SPA 4 - Metro,5362,3167895.59570312,7993.58899201499
06037195902,133542,1028,Above Moderate Income,No,No,No,District 1,Los Angeles - Silverlake,SPA 4 - Metro,5363,3659790.43359375,8148.34834952092
06037195903,90603,870,Low Income,Yes,No,Yes,District 1,Los Angeles - Silverlake,SPA 4 - Metro,5364,2560973.89257812,6617.76651066463
06037197200,98053,1165,Low Income,Yes,No,Yes,District 1,Los Angeles - Elysian Valley,SPA 4 - Metro,5365,8254417.31835938,14769.068053788
06037197300,105690,1824,Low Income,No,No,Yes,District 1,Los Angeles - Echo Park,SPA 4 - Metro,5366,6852261.59375,14683.6849782013
06037197410,97480,1701,Low Income,Yes,No,Yes,District 1,Los Angeles - Elysian Valley,SPA 4 - Metro,5367,14961791.1240234,17855.0597281323
06037197420,101071,1610,Low Income,No,No,Yes,District 1,Los Angeles - Echo Park,SPA 4 - Metro,5368,6662696.07519531,11589.3568197097
06037197500,83167,1800,Low Income,Yes,Yes,Yes,District 1,Los Angeles - Echo Park,SPA 4 - Metro,5369,6903041.97949219,10403.773061345
06037197600,90192,900,Low Income,Yes,No,Yes,District 1,Los Angeles - Angelino Heights,SPA 4 - Metro,5370,4213783.37988281,10380.0647416811
06037197700,61507,2191,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Elysian Park,SPA 4 - Metro,5371,7539991.2578125,13637.8633149667
06037199001,51917,699,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,5372,2823832.10449219,7991.60285962026
06037199002,70519,1136,Low Income,Yes,Yes,Yes,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,5373,14153143.5458984,20590.5737872954
06037199110,73500,782,Low Income,Yes,Yes,Yes,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,5374,9922886.95800781,13487.6898593241
06037199120,41850,1103,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,5375,10366630.6777344,16430.6435299578
06037199201,64167,1190,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,5376,4272810.89550781,8743.52630982821
06037199202,98083,893,Low Income,Yes,No,Yes,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,5377,10262323.0644531,17337.6262268547
06037199300,102408,1317,Low Income,No,No,Yes,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,5378,27667373.4824219,30528.9905727365
06037199400,55573,1501,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Mt. Washington,SPA 4 - Metro,5379,7705435.54785156,16525.8930799187
06037199700,52577,1268,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,5380,10410497.4599609,13808.4632410144
06037199801,68661,897,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,5381,3724106.85546875,9459.39182732337
06037199802,59219,595,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,5382,3296128.60546875,8868.74422483614
06037199900,41563,879,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Lincoln Heights,SPA 4 - Metro,5383,4782360.921875,10141.7280220526
06037201110,97664,755,Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,5384,10992458.0566406,15893.3836362006
06037201120,89944,1306,Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,5385,8477293.32421875,13504.917770447
06037201200,93309,765,Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,5386,4612278.71679688,10208.950520896
06037201301,94926,1073,Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,5387,9414202.77929688,18595.3885423259
06037201302,118831,1951,Above Moderate Income,No,No,No,District 1,Los Angeles - Highland Park,SPA 4 - Metro,5388,10671943.7080078,14894.7665533712
06037201401,55313,1321,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,5389,14162701.1103516,15449.7624668058
06037201402,78750,1398,Low Income,Yes,Yes,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,5390,20831565.2158203,18870.5827674601
06037201501,90074,1563,Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,5391,9520485.64257812,14185.0892357449
06037201503,70778,950,Low Income,Yes,Yes,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,5392,4712856.25097656,9121.14428043338
06037201504,104750,583,Low Income,No,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,5393,3937450.05273438,9476.65646399222
06037201601,68594,690,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,5394,5989464.78027344,10928.0419707895
06037201602,90114,733,Low Income,Yes,No,Yes,District 1,Los Angeles - El Sereno,SPA 4 - Metro,5395,11481095.9111328,18567.4044831868
06037201700,78088,1492,Low Income,Yes,Yes,Yes,District 1,Los Angeles - University Hills,SPA 4 - Metro,5396,18289606.4267578,20636.5668319082
06037203100,58995,1267,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,5397,7129819.72167969,11829.9124037391
06037203200,58199,1262,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,5398,5493896.24511719,10209.5503314961
06037203300,42066,515,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,5399,15937496.7441406,15581.4837631725
06037203500,54250,925,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,5400,17896885.2753906,18825.8227527016
06037203601,38798,827,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,5401,3595069.3203125,12438.1415285991
06037203602,74536,555,Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,5402,2435445.70605469,6781.75309721197
06037203710,78333,824,Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,5403,3036028.59277344,7623.77931285586
06037203720,70833,986,Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,5404,3456064.82128906,7965.718684375
06037203800,64792,1260,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,5405,5236904.25683594,9426.91300122421
06037203900,78750,678,Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,5406,4820099.33398438,12064.0443147402
06037204110,67813,816,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,5407,6496519.90332031,10204.5960857858
06037204120,86850,695,Low Income,Yes,No,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,5408,2822350.296875,6970.22870586748
06037204200,46646,1031,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,5409,3242329.5078125,7623.72918950464
06037204300,55119,1368,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,5410,6926376.47460938,10887.9795830407
06037204410,,666,,,,,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,5411,3196327.39648438,7592.69194033282
06037204420,56481,868,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,5412,3252575.08203125,7655.41242688079
06037204600,52750,1112,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,5413,6201551.64453125,12222.8879585779
06037204700,75156,1218,Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,5414,10907423.2275391,13331.4615318917
06037204810,56756,1369,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,5415,8327932.84472656,11953.6200018943
06037204820,64336,541,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,5416,3446622.07226562,8345.42760666225
06037204910,49407,943,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,5417,5538623.95019531,9616.40758987868
06037204920,70500,674,Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,5418,9771951.94824219,12570.5753517187
06037205110,52262,866,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,5419,2956008.29492188,9068.86721480581
06037205120,28516,935,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Boyle Heights,SPA 4 - Metro,5420,15952710.9550781,19218.2535781048
06037206010,60703,1497,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,5421,15714297.7333984,20599.4311936176
06037206020,148661,245,Above Moderate Income,No,No,No,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,5422,9395603.39453125,11938.5563604868
06037206050,48491,753,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,5423,19183090.3300781,25485.7001959989
06037206051,156250,1011,Above Moderate Income,No,No,No,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,5424,40408764.9375,29476.2619635531
06037206052,107208,1865,Low Income,No,No,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,5425,9776925.70410156,13446.5947663505
06037206053,43795,1077,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,5426,6331758.78808594,10803.1303358809
06037206054,43125,629,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,5427,4502153.55761719,9300.3405140105
06037206201,53431,1229,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Little Tokyo,SPA 4 - Metro,5428,2156821.98339844,6937.90177092318
06037206202,22668,1136,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Little Tokyo,SPA 4 - Metro,5429,4114009.18945312,9646.07427560358
06037206301,13831,1220,Acutely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,5430,1467235.078125,4941.8720973375
06037206302,7000,660,Acutely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,5431,483653.2421875,3603.26368751729
06037206303,11542,550,Acutely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Wholesale District,SPA 4 - Metro,5432,4692073.15820312,10612.5285557102
06037207101,71776,1774,Low Income,Yes,Yes,Yes,District 1,Los Angeles - Chinatown,SPA 4 - Metro,5433,3165333.10644531,7693.96237233894
06037207102,60227,1582,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Chinatown,SPA 4 - Metro,5434,4502100.25488281,9892.5786974003
06037207103,41944,868,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Chinatown,SPA 4 - Metro,5435,3388155.93554688,9522.76357319293
06037207303,33158,1858,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,5436,1888040.55078125,5575.25906863467
06037207304,13735,1664,Acutely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,5437,541446.252929688,3459.97686349696
06037207305,64196,717,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,5438,2182714.78027344,8262.43863986772
06037207306,48897,1682,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,5439,1736073.65625,5646.00082215506
06037207307,,1082,,,,,District 1,Los Angeles - Downtown,SPA 4 - Metro,5440,527160.046875,2910.61669087878
06037207308,96098,762,Low Income,Yes,No,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,5441,492573.751953125,2815.25744293792
06037207400,85455,858,Low Income,Yes,No,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,5442,9422939.10449219,15058.800595045
06037207501,125833,1306,Above Moderate Income,No,No,No,District 1,Los Angeles - Downtown,SPA 4 - Metro,5443,1460154.43066406,4739.84035644362
06037207502,20202,2563,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,5444,4463490.01171875,9079.03995524394
06037207711,141364,1836,Above Moderate Income,No,No,No,District 1,Los Angeles - Downtown,SPA 4 - Metro,5445,7428549.18164062,14671.2566652354
06037207712,87687,3163,Low Income,Yes,No,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,5446,4383784.37109375,9437.95547203599
06037207901,71726,2589,Low Income,Yes,Yes,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,5447,2128884.62011719,6828.32314353021
06037207902,106304,4752,Low Income,No,No,Yes,District 1,Los Angeles - Downtown,SPA 4 - Metro,5448,7634284.11425781,11075.6002722335
06037208001,90564,1263,Low Income,Yes,No,Yes,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,5449,6277025.37207031,11140.0855219287
06037208002,68105,1271,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,5450,4063649.02148438,8994.41985174355
06037208301,42548,551,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,5451,1059097.59375,5122.53634552436
06037208302,60660,1749,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Historic Filipinotown,SPA 4 - Metro,5452,4716446.3046875,9773.07262014677
06037208401,41620,1345,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,5453,2469648.37011719,6288.09197794042
06037208402,78594,882,Low Income,Yes,Yes,Yes,District 1,Los Angeles - Historic Filipinotown,SPA 4 - Metro,5454,3704274.59179688,8618.23456482595
06037208501,85313,894,Low Income,Yes,No,Yes,District 1,Los Angeles - Historic Filipinotown,SPA 4 - Metro,5455,2614754.83691406,6561.52814100238
06037208502,49543,1423,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,5456,2796254.31933594,6766.57691819466
06037208610,75761,1474,Low Income,Yes,Yes,Yes,District 1,Los Angeles - Historic Filipinotown,SPA 4 - Metro,5457,3802019.99609375,8257.26639458293
06037208620,61947,1605,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Temple-Beaudry,SPA 4 - Metro,5458,3490954.75976562,8191.68116658036
06037208710,63914,2074,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,5459,1824918.22851562,5646.28176534374
06037208720,34791,1487,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,5460,1753988.3125,6905.12617518118
06037208801,40588,1364,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,5461,2902686.7109375,7792.47319118466
06037208802,34750,1380,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,5462,2279363.02441406,7692.52783629375
06037208902,37759,674,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,5463,1980055.59765625,5658.49303756799
06037208903,48308,1079,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,5464,1714545.07714844,7038.47964396487
06037208904,26640,1367,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,5465,1224138.45214844,4504.13711885243
06037209103,32550,1064,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,5466,1337574.15722656,4685.36934697051
06037209104,39000,940,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,5467,735766.439453125,3760.81399791788
06037209105,34092,1001,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,5468,892285.90234375,3984.96206798173
06037209106,36411,1231,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,5469,2381529.05566406,6257.32991474732
06037209201,73599,2061,Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,5470,1818530.86523438,5562.08830614404
06037209202,38443,520,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,5471,2667667.4296875,6511.25306922435
06037209300,35446,2340,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,5472,3296967.58789062,7931.18045030821
06037209401,32361,1547,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,5473,2323375.79101562,6370.63761156645
06037209402,47783,1280,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,5474,1466622.3828125,4849.88672567465
06037209403,31806,1514,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Westlake,SPA 4 - Metro,5475,1487585.05078125,4882.4431916478
06037209510,42639,956,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,5476,1963614.68359375,5807.60582509719
06037209520,43266,925,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,5477,2499111.24414062,6466.56330357265
06037209810,40574,755,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,5478,1660660.46289062,5390.00072037104
06037209820,54722,814,Very Low Income,Yes,Yes,Yes,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,5479,1936268.19140625,5687.97411417253
06037210010,25293,1223,Extremely Low Income,Yes,Yes,Yes,District 1,Los Angeles - Pico-Union,SPA 4 - Metro,5480,4448567.78027344,8896.54747760299
06037211000,184034,2169,Above Moderate Income,No,No,No,District 2,Los Angeles - Hancock Park,SPA 4 - Metro,5481,28608477.8222656,25105.852125311
06037211121,70167,1002,Low Income,Yes,Yes,Yes,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,5482,2315992.81835938,7544.02038984252
06037211122,48830,1201,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,5483,3930365.13085938,8273.44654845861
06037211123,80568,1133,Low Income,Yes,Yes,Yes,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,5484,1850526.140625,6797.21218063719
06037211124,65000,2020,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,5485,4228641.48242188,8167.54807782011
06037211201,62237,1104,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,5486,1501881.87011719,4915.68431295678
06037211202,51627,1039,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,5487,1927075.49316406,5559.42145524042
06037211310,46966,1545,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,5488,1549860.7109375,4995.2051041008
06037211320,50000,1198,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,5489,2004122.25,5671.30541080394
06037211410,48952,1126,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,5490,2915308.27734375,7500.75460561093
06037211420,58835,1259,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,5491,4101420.1328125,8393.56224256076
06037211500,89688,1867,Low Income,Yes,No,Yes,District 2,Los Angeles - Hancock Park,SPA 4 - Metro,5492,9760679.48144531,13076.5733908895
06037211701,91196,1282,Low Income,Yes,No,Yes,District 2,Los Angeles - Hancock Park,SPA 4 - Metro,5493,7007753.87597656,10536.0578524253
06037211703,59840,2182,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,5494,1986718.89257812,5648.97182007806
06037211704,54931,1652,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,5495,1990668.86132812,5698.51976252706
06037211802,50995,2175,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Little Bangladesh,SPA 4 - Metro,5496,3502571.77734375,7938.57062331816
06037211803,52370,1741,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Little Bangladesh,SPA 4 - Metro,5497,1501763.78515625,4915.85657360496
06037211804,49242,1334,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Little Bangladesh,SPA 4 - Metro,5498,2001589.04296875,5672.18261406006
06037211910,51895,1939,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Little Bangladesh,SPA 4 - Metro,5499,1484978.66699219,4890.39894923624
06037211921,42071,922,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Little Bangladesh,SPA 4 - Metro,5500,997424.330078125,4152.13256760425
06037211922,51803,1371,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Little Bangladesh,SPA 4 - Metro,5501,999743.744140625,4155.33816743403
06037212101,53208,1576,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Little Bangladesh,SPA 4 - Metro,5502,1999890.32617188,5670.09746275749
06037212102,36830,1291,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - Little Bangladesh,SPA 4 - Metro,5503,1492508.61816406,4902.63174581016
06037212202,56719,1330,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,5504,2225899.92285156,6481.88798664003
06037212203,37869,1490,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,5505,1141073.35449219,4500.61037838077
06037212204,44083,1549,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Wilshire Center,SPA 4 - Metro,5506,2300387.56054688,6142.68644099074
06037212303,36758,1649,Extremely Low Income,Yes,Yes,Yes,District 2,Los Angeles - Koreatown,SPA 4 - Metro,5507,1675272.86328125,5219.25390230218
06037212304,47500,796,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Koreatown,SPA 4 - Metro,5508,2218468.73535156,6304.99186116234
06037212305,49400,982,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Koreatown,SPA 4 - Metro,5509,1168773.14648438,4355.76452609155
06037212306,53158,1128,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Koreatown,SPA 4 - Metro,5510,1742806.87792969,5316.96078675856
06037212410,51265,1662,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Koreatown,SPA 4 - Metro,5511,1687088.9375,5550.26248909544
06037212420,55106,1138,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Koreatown,SPA 4 - Metro,5512,1538332.86914062,4954.12247298853
06037212501,55625,922,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Koreatown,SPA 4 - Metro,5513,856375.334960938,3804.12356372229
06037212502,63500,1702,Very Low Income,Yes,Yes,Yes,District 2,Los Angeles - Koreatown,SPA 4 - Metro,5514,3069436.97265625,8256.6763741983
06037212610,70495,1986,Low Income,Yes,Yes,Yes,District 2,Los Angeles - Koreatown,SPA 4 - Metro,5515,3837077.16894531,8373.506660897
