OBJECTID,Tract_1,CIscore,HazScore,HealthScor,SVscore,CCVscore,Shape__Are,Shape__Len
78,6037120106,15,3,2,5,5,301243.488281250000000,2239.577765111139797
79,6037120104,13,1,2,5,5,664096.152343750000000,3751.781587870129897
80,6037120103,12,1,2,5,4,207132.812500000000000,2079.538438301210135
81,6037119342,12,2,2,5,3,321387.324218750000000,2252.704973798130140
82,6037119341,13,3,2,5,3,480396.402343750000000,3083.881054080370177
83,6037117408,15,4,2,5,4,552078.855468750000000,3045.494743718420068
84,6037117407,16,5,2,5,4,292015.949218750000000,2173.781614771579825
85,6037117201,13,4,2,3,4,1157350.339843750000000,5056.856720052300261
86,6037117102,7,1,1,3,2,1523596.492187500000000,5064.280296461170110
87,6037117101,10,3,2,3,2,1147160.882812500000000,4317.780125583150038
88,6037405702,12,3,2,3,4,1975637.414062500000000,5995.374135381390261
89,6037405701,11,3,2,2,4,1520960.222656250000000,5382.881938496990188
90,6037405302,10,2,3,3,2,2622537.511718750000000,8056.404256515709676
91,6037405301,12,3,2,3,4,1216294.246093750000000,7077.283126938299574
92,6037576903,16,5,2,4,5,471160.781250000000000,2912.065113775880036
93,6037576302,18,5,3,5,5,469380.281250000000000,2909.439050340210088
94,6037576301,19,5,5,4,5,795860.457031250000000,3581.316068148899831
95,6037576001,13,3,3,2,5,4420355.425781250000000,9050.982013952789202
96,6037408003,11,1,4,3,3,2058115.109375000000000,6413.277347860200280
97,6037401304,7,2,2,1,2,16939364.167968798428774,26314.383099778900942
98,6037401303,6,1,3,1,1,8635757.652343750000000,15715.804231916399658
99,6037400501,5,1,1,1,2,15945669.476562500000000,21940.092518589000974
100,6037400403,7,1,2,2,2,18889093.339843798428774,20272.029365153699473
101,6037302506,13,2,4,3,4,1332315.410156250000000,5531.943770828120250
102,6037404504,13,4,2,4,3,987043.523437500000000,3974.238456548199792
103,6037404202,8,3,1,2,2,951611.070312500000000,3902.106920493639791
104,6037404201,10,3,1,4,2,1360169.910156250000000,4967.284977619679921
105,6037650901,9,4,3,1,1,5137690.464843750000000,10860.553618857400579
106,6037650401,7,3,2,1,1,5105129.867187500000000,11816.756535629099744
107,6037650004,8,1,4,2,1,1114798.738281250000000,4312.842353253329748
108,6037650003,9,2,4,2,1,727233.433593750000000,3515.853114952280066
109,6037621326,6,1,1,2,2,1273467.250000000000000,5139.514802028659687
110,6037621324,5,1,1,1,2,1112831.039062500000000,5058.539493238609793
111,6037302505,18,5,4,4,5,788026.214843750000000,5858.906815920589906
112,6037433503,16,4,4,4,4,1157894.628906250000000,4900.975379391559727
113,6037406702,12,2,3,3,4,4122743.042968750000000,8929.544211800219273
114,6037900608,11,1,1,4,5,1985690.910156250000000,5975.979312231539552
115,6037900507,11,1,3,3,4,5856764.914062500000000,9862.103261174250292
116,6037900506,10,1,1,4,4,1948128.445312500000000,5911.167137904169977
117,6037900505,12,2,1,4,5,1940127.597656250000000,5893.254932296649713
118,6037900104,10,1,2,4,3,63053057.875000000000000,31799.215533822698490
119,6037621204,9,2,3,1,3,1465947.707031250000000,5906.069614604670278
120,6037621104,9,5,2,1,1,1373338.789062500000000,4730.149279928000396
121,6037621004,6,2,1,1,2,1275186.320312500000000,5803.702410551019966
122,6037620904,7,2,2,1,2,863620.906250000000000,4135.575801529070304
123,6037620305,9,3,3,1,2,1833773.617187500000000,6980.611522787189642
124,6037543306,13,4,4,3,2,6550193.945312500000000,15404.178888328800895
125,6037542106,16,4,3,5,4,1327648.382812500000000,6001.039931890520165
126,6037542105,12,1,3,5,3,908313.757812500000000,4423.648885162900115
127,6037900103,8,1,1,4,2,29346387.554687500000000,23673.041442506601015
128,6037800506,4,1,1,1,1,38184990.007812500000000,35208.940609574601694
129,6037800504,5,2,1,1,1,31216909.171875000000000,39745.660510479603545
130,6037800410,4,1,1,1,1,54688016.117187500000000,45466.199760009003512
131,6037800408,4,1,1,1,1,22579045.511718798428774,31999.196388238400687
132,6037800406,4,1,1,1,1,133435602.945313006639481,70464.102106635604287
133,6037800332,4,1,1,1,1,7030187.035156250000000,12579.775959051199607
134,6037800330,4,1,1,1,1,41605284.257812500000000,44507.819018111396872
135,6037800329,5,2,1,1,1,33055408.328125000000000,31190.292121181701077
136,6037573601,7,1,1,1,4,5390719.375000000000000,11843.419578479000847
137,6037571504,9,3,2,2,2,2232367.453125000000000,6167.611872960000255
138,6037571503,9,4,1,2,2,1322973.761718750000000,5546.645171523119643
139,6037570404,13,5,2,4,2,1251094.109375000000000,5714.340688848379614
140,6037267404,13,4,5,2,2,415364.445312500000000,2715.629808985640011
141,6037113237,10,4,1,2,3,6958790.425781250000000,13420.258566847100155
142,6037102107,7,2,1,2,2,18951622.519531298428774,23457.089601818901428
143,6037102104,10,3,3,2,2,2434546.679687500000000,10150.603399322699261
144,6037111205,8,3,1,2,2,1702495.449218750000000,5428.848696719270265
145,6037108202,7,1,1,3,2,8800902.738281250000000,13430.411896014000376
146,6037106649,10,4,2,2,2,1623789.843750000000000,7647.357986717430322
147,6037106646,6,3,1,1,1,2165408.339843750000000,8642.390492365699174
148,6037106406,8,2,1,3,2,3063600.140625000000000,7896.318027067210096
149,6037104203,12,2,2,4,4,1039467.531250000000000,4082.248954325690192
150,6037265602,9,3,4,1,1,486842.789062500000000,3415.814755975210119
151,6037293306,9,4,2,2,1,908002.257812500000000,4241.621130237420402
152,6037276604,11,3,4,2,2,1217302.828125000000000,5824.162478196009943
153,6037276603,8,3,2,1,2,664558.234375000000000,3740.314737591770154
154,6037269907,13,5,4,2,2,405330.824218750000000,2805.954314279009850
155,6037269906,14,5,4,2,3,304266.691406250000000,2746.041010516210008
156,6037267901,11,5,4,1,1,1628267.390625000000000,5589.443331704649609
157,6037434004,15,2,5,4,4,993422.656250000000000,4383.810553241960406
158,6037434003,15,2,5,4,4,1428666.398437500000000,5928.925587060380167
159,6037433504,20,5,5,5,5,1339997.046875000000000,5840.467588629109741
160,6037433307,12,3,3,4,2,615892.246093750000000,4678.209918721639951
161,6037104108,13,3,2,4,4,1604275.792968750000000,6993.087396866660129
162,6037402904,12,3,5,3,1,2791339.566406250000000,7646.709850988740072
163,6037402903,16,4,5,5,2,2334489.890625000000000,6262.971921724490130
164,6037402804,14,3,4,5,2,1910653.210937500000000,5940.152301438870381
165,6037402803,11,1,4,4,2,919960.750000000000000,3897.710358631909912
166,6037402706,11,1,5,3,2,1573469.765625000000000,5112.020958859629900
167,6037402705,9,1,3,3,2,1263145.179687500000000,4778.836116624789611
168,6037402405,13,3,5,4,1,1307247.367187500000000,5246.943889469739588
169,6037604002,12,4,4,3,1,944938.406250000000000,3808.011325784680139
170,6037604001,13,5,3,4,1,964257.695312500000000,3928.360358231060218
171,6037603802,12,5,2,3,2,919567.851562500000000,3858.332938972109787
172,6037433306,12,3,3,4,2,634151.488281250000000,4471.110594194819896
173,6037433305,15,3,3,5,4,741484.894531250000000,4547.653958543480258
174,6037433304,16,3,3,5,5,1157722.386718750000000,4686.843719306990351
175,6037431502,8,2,2,2,2,2986148.390625000000000,8189.877367686070102
176,6037431501,14,4,2,4,4,1520553.660156250000000,5629.764731982650119
177,6037430301,5,1,2,1,1,35672877.269531302154064,31391.832850202499685
178,6037430003,4,1,1,1,1,17457456.367187500000000,27893.127939514000900
179,6037603801,12,5,2,4,1,969275.531250000000000,3976.822614907759998
180,6037603006,11,2,3,2,4,999136.289062500000000,4023.496121254750051
181,6037603005,16,5,4,4,3,946563.976562500000000,3891.665747545629984
182,6037602802,11,1,4,3,3,1949913.589843750000000,5885.127663260130248
183,6037602801,17,3,5,5,4,1833197.757812500000000,5792.436684231590334
184,6037602509,14,5,5,3,1,2981272.593750000000000,8321.364180120319361
185,6037602508,15,4,5,4,2,942780.941406250000000,3883.892378266959895
186,6037602302,11,5,4,1,1,2837947.433593750000000,8302.860542475569673
187,6037600304,13,1,5,5,2,653509.976562500000000,3552.196180187489972
188,6037800327,6,2,1,1,2,8290242.613281250000000,13965.188224385199646
189,6037702102,6,1,3,1,1,1281242.113281250000000,4846.424994988020444
190,6037702002,10,3,3,1,3,1442877.113281250000000,4877.701746479880057
191,6037701902,15,5,4,2,4,2369484.304687500000000,6255.024921779229771
192,6037554406,14,5,3,2,4,1601405.820312500000000,5856.447930343219923
193,6037554405,16,5,2,4,5,1113496.003906250000000,4316.890985112219823
194,6037554302,16,4,5,4,3,1034252.468750000000000,4073.957929675079868
195,6037554301,15,5,4,4,2,973498.207031250000000,5227.951671641410030
196,6037536104,16,5,5,4,2,2878022.941406250000000,9627.902915512859181
197,6037535002,18,4,5,5,4,701609.093750000000000,3429.933255977980025
198,6037535001,16,3,5,5,3,656329.566406250000000,3260.586041049739833
199,6037533806,15,4,5,4,2,1798443.566406250000000,10516.319697021799584
200,6037533805,14,3,4,5,2,629599.664062500000000,3884.141302771769915
201,6037533001,16,2,5,5,4,694799.988281250000000,4068.428541825689990
202,6037102103,8,3,2,2,1,1743840.574218750000000,6011.916266811659625
203,6037295103,9,2,2,1,4,2987115.097656250000000,9358.502474781069395
204,6037275602,6,1,3,1,1,3784444.863281250000000,10380.516330087699316
205,6037275101,10,4,4,1,1,511146.902343750000000,3779.841776375189966
206,6037554204,14,2,2,5,5,951175.562500000000000,4757.300682067299931
207,6037554203,14,3,2,4,5,999309.378906250000000,5070.341877795820437
208,6037554105,15,3,2,5,5,491670.734375000000000,3713.698722213709971
209,6037554104,14,4,2,3,5,530707.421875000000000,3082.855172265440160
210,6037553504,15,4,3,4,4,926610.378906250000000,5066.183671418250015
211,6037241201,13,2,5,4,2,707992.214843750000000,3741.347113568710029
212,6037239801,15,2,5,5,3,538959.847656250000000,3659.389697670710120
213,6037234901,17,4,4,5,4,474429.167968750000000,2922.591680898829964
214,6037214901,13,4,4,2,3,455349.714843750000000,2724.390274842629879
215,6037214503,12,3,4,3,2,342774.843750000000000,2557.073687981060175
216,6037212501,17,4,5,4,4,116188.316406250000000,1402.050387762950095
217,6037212102,17,3,5,4,5,202552.878906250000000,1806.452423716619933
218,6037212101,18,5,5,3,5,271476.128906250000000,2088.526163107680077
219,6037211922,20,5,5,5,5,135693.148437500000000,1531.840193793140088
220,6037211804,15,2,5,3,5,271664.695312500000000,2089.379164904550180
221,6037211803,17,5,5,3,4,203803.941406250000000,1811.384633583420054
222,6037211202,19,5,5,4,5,261255.335937500000000,2048.049638936260180
223,6037265201,8,2,3,2,1,644013.199218750000000,4367.151365430609985
224,6037234502,14,3,4,4,3,795187.890625000000000,4287.863414666880089
225,6037234501,9,1,3,3,2,1098972.332031250000000,4688.115828091429648
226,6037219901,18,4,5,5,4,770677.062500000000000,3709.532522995300042
227,6037214902,15,5,4,2,4,738497.582031250000000,3599.350938186209987
228,6037214502,12,4,4,2,2,372536.812500000000000,2899.171145064619850
229,6037212701,14,4,4,3,3,685277.968750000000000,3933.633201808189824
230,6037211703,15,2,5,3,5,268862.113281250000000,2098.699847926120128
231,6037208301,16,1,5,5,5,136635.074218750000000,1907.516819447720081
232,6037207502,19,5,5,4,5,609307.031250000000000,3369.780008088910108
233,6037207301,18,5,5,3,5,624737.246093750000000,4486.086220204069832
234,6037207102,19,4,5,5,5,607124.929687500000000,3648.652604922800037
235,6037207101,19,4,5,5,5,431672.699218750000000,2840.689459887600151
236,6037402304,19,5,5,5,4,1020276.714843750000000,5450.486964460609670
237,6037211121,17,5,4,3,5,312876.066406250000000,2795.375666761310185
238,6037189201,15,4,4,2,5,476245.292968750000000,2928.190166329080057
239,6037185204,12,1,5,2,4,1413717.644531250000000,6326.577945150400410
240,6037185203,16,4,5,3,4,796331.074218750000000,4371.114237884779868
241,6037208501,19,5,5,5,4,354972.843750000000000,2416.640352868329956
242,6037207501,17,5,5,2,5,195316.109375000000000,1800.655489558540012
243,6037207302,17,5,5,2,5,370391.382812500000000,3038.103862441710135
244,6037190801,19,5,5,4,5,473610.765625000000000,2922.990350699949886
245,6037190402,17,4,5,3,5,231381.042968750000000,1924.369540565829993
246,6037190401,18,4,5,4,5,243184.238281250000000,1972.663173071870006
247,6037190201,19,5,5,4,5,330652.707031250000000,2548.926121739999871
248,6037189904,16,3,5,3,5,233012.675781250000000,1946.670466903570059
249,6037408631,10,2,3,3,2,2162094.093750000000000,6097.471631366580368
250,6037402303,16,3,4,5,4,1377752.007812500000000,5024.651909264200185
251,6037402002,14,3,5,2,4,2451949.355468750000000,6532.394940726509958
252,6037402001,15,4,5,3,3,2127143.902343750000000,6822.451809285649688
253,6037400404,6,2,2,1,1,23643553.421875000000000,25907.113598951600579
254,6037400207,4,1,1,1,1,7944683.585937500000000,19198.050997098300286
255,6037531504,18,3,5,5,5,731111.089843750000000,3950.552038746659946
256,6037531503,19,4,5,5,5,1703216.203125000000000,5344.330931356110341
257,6037206031,16,5,5,1,5,6911371.960937500000000,13644.682678085000589
258,6037186301,13,2,5,3,3,1699130.472656250000000,6584.905850960660246
259,6037183104,10,2,2,2,4,987483.839843750000000,5975.820544303310271
260,6037311801,14,5,4,2,3,861647.980468750000000,4395.241248978460135
261,6037980028,0,0,5,0,3,25293959.031250000000000,30290.618992209798307
262,6037980026,0,2,1,0,1,20399084.421875000000000,37900.631813216597948
263,6037408505,9,2,3,2,2,2904694.304687500000000,8139.271158884939723
264,6037408504,10,2,3,3,2,2070536.839843750000000,6848.103502709510394
265,6037406701,9,2,3,2,2,1370737.855468750000000,5012.832183188000272
266,6037408141,10,2,3,3,2,1638360.285156250000000,6318.800178371920083
267,6037408140,13,3,3,4,3,1338012.000000000000000,4955.411772404730073
268,6037408005,8,1,3,2,2,5383485.679687500000000,9771.917841778840739
269,6037407802,8,1,2,3,2,4571506.042968750000000,11502.482078510500287
270,6037183103,15,3,4,4,4,950863.664062500000000,7251.417648924249988
271,6037127805,12,2,2,4,4,900419.265625000000000,4865.354309426949840
272,6037127605,13,1,4,4,4,950292.777343750000000,3899.342947250050202
273,6037125401,18,5,5,3,5,582637.472656250000000,3729.113535274630067
274,6037122122,15,5,4,4,2,1514931.500000000000000,5653.307185368170394
275,6037120105,12,1,2,4,5,804881.050781250000000,5806.213281168100366
276,6037115103,9,3,1,3,2,2254153.937500000000000,8235.307723497830011
277,6037113235,7,1,1,2,3,2108768.011718750000000,10640.417628765499103
278,6037320202,10,2,1,4,3,2368206.500000000000000,6834.696299449419712
279,6037980025,0,0,4,0,4,4289682.113281250000000,11064.405546619100278
280,6037980024,11,3,5,1,2,12135145.550781300291419,17052.386306711301586
281,6037980023,0,1,1,0,3,7650102.550781250000000,14667.932367924899154
282,6037980022,0,1,1,0,4,9222918.226562500000000,14994.430551083700266
283,6037980021,0,1,2,0,2,10198277.218750000000000,18934.217463728698931
284,6037980020,0,0,2,0,1,12511177.722656300291419,22293.348244413100474
285,6037407801,12,2,4,3,3,1561343.328125000000000,4795.258628482450149
286,6037407602,10,2,3,3,2,1364560.957031250000000,4960.030783909580350
287,6037407601,13,2,3,4,4,1145054.535156250000000,4308.573548519379983
288,6037407502,10,2,3,3,2,1498670.800781250000000,5791.341545196340121
289,6037407501,11,3,2,4,2,1654494.035156250000000,6262.821403158420253
290,6037406902,12,1,3,3,5,1465675.089843750000000,5802.747612074999779
291,6037406901,14,2,3,4,5,1397171.917968750000000,5972.785183641440199
292,6037701402,10,2,4,1,3,1117513.039062500000000,4671.368105629059755
293,6037320201,13,4,1,4,4,1350797.351562500000000,6062.765336597120040
294,6037310602,10,2,2,2,4,1305450.855468750000000,5130.834410301619755
295,6037310601,13,5,4,2,2,1508794.945312500000000,6919.526027614600025
296,6037310501,14,5,4,3,2,2883759.851562500000000,9203.106498612449286
297,6037310202,8,1,2,2,3,1340987.441406250000000,5025.072913469450214
298,6037310201,8,1,2,1,4,1611841.261718750000000,5142.165408385890260
299,6037302504,16,3,4,4,5,552273.871093750000000,4215.553912619459879
300,6037302503,16,2,5,4,5,480392.597656250000000,3669.386622253849964
301,6037302401,19,5,5,4,5,1996010.007812500000000,6635.425719815770208
302,6037980015,9,4,2,2,1,7975463.804687500000000,13043.628643898700830
303,6037430902,13,4,2,3,4,1716917.125000000000000,6248.442149040690310
304,6037430901,13,4,2,3,4,1710139.523437500000000,5493.276256523709890
305,6037408724,12,1,3,4,4,780200.148437500000000,3724.184507593599847
306,6037408723,9,1,3,3,2,1171421.332031250000000,5808.063243020789741
307,6037408630,13,3,5,3,2,991429.121093750000000,4648.425048562719894
308,6037408139,11,2,3,4,2,1148623.500000000000000,4807.473594168200179
309,6037408138,10,1,3,4,2,1295299.515625000000000,5841.616497041320144
310,6037701304,5,1,2,1,1,2982412.363281250000000,7818.999787941679642
311,6037700802,10,3,4,1,2,1004822.511718750000000,5555.772336000240102
312,6037700801,11,3,4,2,2,2115142.796875000000000,7392.837687883080434
313,6037700502,13,3,5,2,3,732913.562500000000000,3977.076580348889820
314,6037700501,10,2,5,1,2,867675.500000000000000,5547.248821067550125
315,6037700101,15,4,5,2,4,985503.386718750000000,5009.137137115440055
316,6037670602,5,1,2,1,1,20680162.234375000000000,34726.221409805802978
317,6037670416,4,1,1,1,1,5668567.128906250000000,10802.756199892399309
318,6037302004,15,4,3,3,5,497058.710937500000000,2844.550028434629894
319,6037302003,15,2,4,4,5,345623.031250000000000,2440.632010308409917
320,6037301802,15,2,4,4,5,698308.667968750000000,3480.763954042460227
321,6037301801,17,4,5,3,5,1066274.937500000000000,4105.417997134960387
322,6037503106,13,2,3,3,5,1342729.035156250000000,5337.431365121649833
323,6037503105,10,2,3,3,2,1620438.203125000000000,6176.413197813179977
324,6037503103,9,2,2,3,2,1581157.054687500000000,5694.027969427470453
325,6037502801,11,3,4,2,2,3208479.812500000000000,7303.052935310899556
326,6037502005,10,2,3,3,2,1546556.199218750000000,6005.861460768779580
327,6037502004,11,3,3,3,2,1951185.484375000000000,6459.664013876479657
328,6037408137,9,1,3,3,2,1203882.929687500000000,5244.866498341910301
329,6037408136,8,1,3,2,2,1479142.042968750000000,6257.225168037580261
330,6037408006,11,3,4,3,1,4841818.867187500000000,9268.340333069139888
331,6037408004,13,4,4,3,2,834709.261718750000000,4712.239157115060152
332,6037404503,10,3,2,3,2,962626.003906250000000,3940.140026867280085
333,6037402406,12,3,3,4,2,1707456.820312500000000,5283.166206699070244
334,6037670328,4,1,1,1,1,5678378.679687500000000,12817.707971242300118
335,6037670326,4,1,1,1,1,6277711.394531250000000,14421.087616822700511
336,6037670324,5,1,2,1,1,7037934.562500000000000,16947.784089014599886
337,6037651402,9,4,3,1,1,2651215.550781250000000,8686.509893698310407
338,6037651401,5,1,2,1,1,1463764.941406250000000,5747.765574368680063
339,6037651304,4,1,1,1,1,2177595.867187500000000,8274.213159730130428
340,6037552002,17,5,4,4,4,1028587.144531250000000,4252.584822757969960
341,6037552001,13,3,3,3,4,1168381.429687500000000,4553.603072766820333
342,6037502003,12,4,3,3,2,937272.312500000000000,3924.389530858280068
343,6037501804,17,3,5,4,5,771450.750000000000000,4101.037837410570319
344,6037501803,18,5,5,4,4,859771.597656250000000,4091.811599779859989
345,6037108201,6,1,1,2,2,4125612.011718750000000,11190.143399749600576
346,6037104822,14,4,2,4,4,894447.339843750000000,5103.555157856149890
347,6037104403,14,4,2,4,4,1018219.566406250000000,5932.962147969689795
348,6037278001,10,3,4,2,1,2355012.570312500000000,9303.369233669849564
349,6037265202,11,3,4,2,2,839603.160156250000000,4244.623452967550293
350,6037264102,6,1,3,1,1,573875.917968750000000,3764.771440272269956
351,6037920118,4,1,1,1,1,4366094.453125000000000,11492.823541360099625
352,6037920114,5,2,1,1,1,4164685.035156250000000,13472.422375908599861
353,6037900201,11,1,2,3,5,349084403.109375000000000,85438.033057553795516
354,6037800203,4,1,1,1,1,15206340.335937500000000,20784.417229220598529
355,6037700102,18,4,5,4,5,715858.601562500000000,4990.526439597520039
356,6037920337,10,3,1,5,1,2421242.691406250000000,8052.004374591099804
357,6037551502,12,3,3,3,3,1605723.992187500000000,6756.324938117390047
358,6037551501,11,3,3,2,3,2132142.230468750000000,6714.459902131729905
359,6037551402,13,4,3,2,4,1693222.347656250000000,5125.299481186129924
360,6037551401,11,3,3,3,2,1077290.898437500000000,4310.912473978860362
361,6037551102,17,4,4,5,4,2453415.808593750000000,7590.306179021539720
362,6037551101,17,4,4,4,5,2452622.324218750000000,8091.695799620920297
363,6037550902,12,1,4,3,4,1417698.187500000000000,5233.474082312740393
364,6037550901,17,4,5,3,5,1626105.562500000000000,5570.492573309829822
365,6037262704,7,2,3,1,1,2675918.707031250000000,8670.544268470190218
366,6037240401,16,4,5,5,2,1006775.433593750000000,4157.899589033860138
367,6037237102,18,4,5,5,4,669929.511718750000000,3317.057661221329909
368,6037211704,17,4,5,3,5,268609.246093750000000,2114.230990729950008
369,6037211122,18,5,5,4,4,530483.632812500000000,3041.404321559060008
370,6037207103,19,4,5,5,5,473750.078125000000000,3540.069036747920109
371,6037194101,8,2,3,1,2,3721469.562500000000000,12335.054784372399808
372,6037192001,15,4,4,2,5,775703.605468750000000,4272.678363307900327
373,6037190202,18,5,5,3,5,310271.503906250000000,2431.633844238120219
374,6037189903,15,4,5,1,5,123404.320312500000000,1527.086444847710027
375,6037143604,14,4,4,2,4,822902.070312500000000,5064.414557009769851
376,6037141101,11,2,4,1,4,1114207.675781250000000,4325.835986696950386
377,6037534803,17,2,5,5,5,888170.378906250000000,5201.511079181679634
378,6037533902,17,4,5,5,3,1114427.472656250000000,5316.702483727250183
379,6037534802,14,1,5,4,4,588326.871093750000000,3216.666279773070073
380,6037534406,13,2,4,5,2,567600.453125000000000,3424.011241064550177
381,6037534405,16,2,5,5,4,775838.007812500000000,3879.852440688960087
382,6037533703,17,5,5,5,2,1241119.843750000000000,5978.647042201730073
383,6037533403,20,5,5,5,5,689894.394531250000000,4561.984440807949795
384,6037533402,18,4,5,5,4,710958.246093750000000,3605.851854877389997
385,6037533300,18,5,5,5,3,506911.222656250000000,3134.152471287050048
386,6037310100,5,1,2,1,1,19345868.367187500000000,21229.213798294698790
387,6037113422,8,2,1,3,2,2243262.613281250000000,6700.527310242770000
388,6037503602,7,2,2,1,2,4798982.066406250000000,9411.415023527559242
389,6037502302,18,5,4,5,4,1094293.613281250000000,5166.776260822650329
390,6037502700,13,2,4,3,4,10157846.906250000000000,16317.532479406399943
